hours,price
1239.0,22.23
1240.0,21.47
1241.0,23.5
1242.0,31.58
1243.0,38.0
1244.0,35.81
1245.0,30.63
1246.0,25.31
1247.0,22.71
1248.0,12.3
1249.0,15.23
1250.0,14.34
1251.0,14.48
1252.0,15.71
1253.0,17.29
1254.0,20.88
1255.0,33.49
1256.0,34.2
1257.0,26.24
1258.0,22.33
1259.0,21.68
1260.0,17.65
1261.0,15.59
1262.0,13.79
1263.0,11.48
1264.0,9.01
1265.0,10.96
1266.0,15.72
1267.0,18.65
1268.0,16.86
1269.0,16.22
1270.0,12.88
1271.0,3.41
1272.0,1.88
1273.0,-0.52
1274.0,-0.21
1275.0,-0.09
1276.0,0.24
1277.0,3.06
1278.0,4.84
1279.0,17.61
1280.0,18.36
1281.0,17.96
1282.0,16.17
1283.0,15.89
1284.0,15.88
1285.0,17.37
1286.0,18.53
1287.0,18.0
1288.0,18.57
1289.0,19.99
1290.0,26.02
1291.0,34.34
1292.0,24.12
1293.0,19.47
1294.0,18.43
1295.0,13.98
1296.0,5.86
1297.0,3.99
1298.0,3.0
1299.0,4.99
1300.0,8.0
1301.0,12.34
1302.0,15.67
1303.0,18.5
1304.0,20.32
1305.0,21.39
1306.0,21.11
1307.0,21.32
1308.0,21.06
1309.0,20.66
1310.0,19.36
1311.0,18.89
1312.0,19.01
1313.0,19.78
1314.0,23.87
1315.0,44.36
1316.0,27.99
1317.0,26.89
1318.0,22.54
1319.0,20.11
1320.0,18.66
1321.0,19.16
1322.0,18.89
1323.0,18.99
1324.0,18.95
1325.0,19.72
1326.0,20.5
1327.0,32.23
1328.0,32.23
1329.0,27.02
1330.0,26.17
1331.0,21.58
1332.0,19.18
1333.0,18.53
1334.0,18.35
1335.0,17.82
1336.0,18.16
1337.0,19.59
1338.0,23.23
1339.0,43.29
1340.0,23.08
1341.0,21.19
1342.0,20.81
1343.0,18.81
1344.0,17.18
1345.0,19.98
1346.0,18.58
1347.0,18.36
1348.0,18.85
1349.0,19.9
1350.0,17.91
1351.0,18.22
1352.0,19.05
1353.0,20.22
1354.0,23.76
1355.0,22.12
1356.0,19.45
1357.0,17.93
1358.0,17.59
1359.0,16.67
1360.0,17.11
1361.0,18.27
1362.0,21.84
1363.0,43.61
1364.0,21.53
1365.0,20.99
1366.0,18.53
1367.0,16.73
1368.0,15.57
1369.0,11.73
1370.0,10.09
1371.0,10.33
1372.0,12.54
1373.0,16.16
1374.0,14.72
1375.0,16.76
1376.0,16.59
1377.0,16.27
1378.0,16.21
1379.0,16.08
1380.0,16.3
1381.0,16.51
1382.0,17.51
1383.0,16.81
1384.0,16.61
1385.0,16.73
1386.0,18.91
1387.0,26.68
1388.0,19.93
1389.0,17.71
1390.0,15.86
1391.0,15.0
1392.0,14.2
1393.0,0.97
1394.0,0.95
1395.0,1.25
1396.0,2.99
1397.0,3.75
1398.0,8.19
1399.0,21.63
1400.0,26.57
1401.0,26.35
1402.0,26.12
1403.0,25.35
1404.0,24.55
1405.0,24.65
1406.0,17.71
1407.0,17.25
1408.0,17.62
1409.0,18.81
1410.0,23.52
1411.0,40.79
1412.0,34.25
1413.0,31.06
1414.0,25.96
1415.0,20.81
1416.0,18.99
1417.0,18.36
1418.0,17.75
1419.0,17.43
1420.0,17.3
1421.0,17.58
1422.0,23.03
1423.0,47.99
1424.0,52.64
1425.0,35.73
1426.0,32.58
1427.0,28.82
1428.0,26.13
1429.0,22.35
1430.0,18.53
1431.0,17.79
1432.0,17.55
1433.0,18.49
1434.0,28.77
1435.0,55.0
1436.0,30.26
1437.0,26.8
1438.0,20.74
1439.0,19.43
1440.0,17.38
1441.0,15.34
1442.0,15.07
1443.0,15.22
1444.0,15.18
1445.0,16.3
1446.0,18.39
1447.0,30.91
1448.0,36.63
1449.0,28.28
1450.0,23.29
1451.0,19.96
1452.0,20.51
1453.0,19.23
1454.0,20.39
1455.0,20.07
1456.0,19.59
1457.0,19.83
1458.0,27.36
1459.0,49.61
1460.0,24.57
1461.0,19.99
1462.0,19.42
1463.0,18.43
1464.0,13.53
1465.0,3.64
1466.0,3.29
1467.0,5.97
1468.0,8.96
1469.0,13.81
1470.0,17.57
1471.0,23.11
1472.0,22.2
1473.0,17.09
1474.0,15.86
1475.0,14.53
1476.0,13.29
1477.0,11.13
1478.0,8.87
1479.0,8.17
1480.0,7.45
1481.0,7.29
1482.0,10.58
1483.0,16.41
1484.0,15.94
1485.0,16.18
1486.0,15.12
1487.0,14.79
1488.0,12.36
1489.0,9.89
1490.0,3.99
1491.0,3.96
1492.0,3.89
1493.0,7.96
1494.0,13.59
1495.0,15.02
1496.0,15.95
1497.0,10.87
1498.0,5.75
1499.0,3.59
1500.0,2.85
1501.0,2.59
1502.0,2.12
1503.0,1.74
1504.0,1.13
1505.0,2.02
1506.0,4.8
1507.0,14.9
1508.0,19.18
1509.0,28.55
1510.0,29.69
1511.0,27.96
1512.0,21.98
1513.0,29.17
1514.0,22.79
1515.0,21.83
1516.0,21.92
1517.0,25.8
1518.0,23.43
1519.0,24.89
1520.0,31.39
1521.0,31.4
1522.0,33.42
1523.0,29.42
1524.0,25.77
1525.0,25.39
1526.0,20.45
1527.0,18.93
1528.0,17.26
1529.0,17.16
1530.0,18.51
1531.0,31.37
1532.0,20.16
1533.0,19.71
1534.0,18.12
1535.0,16.92
1536.0,18.72
1537.0,14.25
1538.0,13.75
1539.0,14.57
1540.0,14.93
1541.0,15.85
1542.0,20.3
1543.0,16.72
1544.0,18.12
1545.0,22.09
1546.0,20.49
1547.0,16.09
1548.0,15.59
1549.0,16.94
1550.0,18.87
1551.0,18.36
1552.0,17.31
1553.0,16.53
1554.0,16.88
1555.0,22.16
1556.0,20.39
1557.0,17.53
1558.0,16.8
1559.0,16.66
1560.0,14.97
1561.0,14.12
1562.0,14.07
1563.0,14.61
1564.0,14.62
1565.0,15.08
1566.0,17.14
1567.0,27.92
1568.0,22.97
1569.0,14.04
1570.0,6.33
1571.0,5.57
1572.0,3.47
1573.0,2.1
1574.0,2.4
1575.0,2.66
1576.0,2.34
1577.0,3.37
1578.0,6.87
1579.0,15.96
1580.0,9.26
1581.0,3.76
1582.0,3.38
1583.0,8.89
1584.0,4.98
1585.0,-0.77
1586.0,-1.76
1587.0,-1.8
1588.0,-1.83
1589.0,-0.69
1590.0,-0.42
1591.0,4.64
1592.0,5.33
1593.0,2.94
1594.0,0.96
1595.0,0.45
1596.0,0.52
1597.0,0.82
1598.0,1.56
1599.0,1.44
1600.0,0.36
1601.0,1.02
1602.0,3.37
1603.0,12.74
1604.0,6.62
1605.0,4.76
1606.0,1.5
1607.0,1.9
1608.0,-0.15
1609.0,-0.05
1610.0,-1.25
