hours,price
517.0,18.9096
518.0,18.22916
519.0,21.657
520.0,28.98824
521.0,37.29222
522.0,42.62663
523.0,41.89318
524.0,38.31291
525.0,37.04403
526.0,36.00466
527.0,31.15174
528.0,29.88812
529.0,29.76201
530.0,29.71929
531.0,28.135
532.0,28.82605
533.0,28.90939
534.0,30.41517
535.0,37.90942
536.0,38.02789
537.0,29.58612
538.0,27.09169
539.0,25.03561
540.0,22.73499
541.0,20.45984
542.0,19.95796
543.0,22.2617
544.0,27.54266
545.0,36.93736
546.0,45.3194
547.0,42.93947
548.0,41.65209
549.0,38.31399
550.0,38.2974
551.0,34.68456
552.0,29.95372
553.0,30.52993
554.0,29.43435
555.0,29.40728
556.0,29.44702
557.0,30.90449
558.0,32.50085
559.0,37.09003
560.0,33.08078
561.0,25.30504
562.0,17.40849
563.0,11.16494
564.0,9.31849
565.0,6.34265
566.0,5.61147
567.0,12.33098
568.0,24.59014
569.0,38.04176
570.0,46.33086
571.0,45.56291
572.0,40.52566
573.0,37.60341
574.0,36.03934
575.0,31.67252
576.0,30.20308
577.0,28.42374
578.0,27.412
579.0,26.47472
580.0,25.48448
581.0,26.50647
582.0,31.91782
583.0,39.98211
584.0,42.7281
585.0,33.36515
586.0,30.63218
587.0,26.91971
588.0,24.88111
589.0,22.66973
590.0,20.62841
591.0,24.13291
592.0,30.20201
593.0,39.89151
594.0,46.24384
595.0,49.16553
596.0,45.45864
597.0,41.41119
598.0,38.69621
599.0,35.15554
600.0,32.68089
601.0,31.51928
602.0,29.59688
603.0,29.55636
604.0,29.54707
605.0,29.72464
606.0,38.21887
607.0,49.33034
608.0,49.15473
609.0,31.91898
610.0,19.14194
611.0,19.15298
612.0,18.5594
613.0,16.90614
614.0,18.08758
615.0,20.98708
616.0,25.45174
617.0,39.33698
618.0,52.74919
619.0,53.55613
620.0,49.75986
621.0,44.56857
622.0,41.01129
623.0,35.52993
624.0,31.12122
625.0,29.4292
626.0,29.34469
627.0,29.08371
628.0,29.13403
629.0,31.67824
630.0,37.08716
631.0,48.11217
632.0,50.30127
633.0,43.36274
634.0,36.70715
635.0,32.09226
636.0,29.73262
637.0,29.03428
638.0,27.45274
639.0,28.2664
640.0,34.40596
641.0,46.06764
642.0,53.13333
643.0,55.17637
644.0,49.93003
645.0,46.25307
646.0,41.95256
647.0,35.62867
648.0,34.21667
649.0,30.4946
650.0,29.71745
651.0,29.37296
652.0,29.3115
653.0,31.26992
654.0,35.72123
655.0,43.08914
656.0,51.30617
657.0,36.55318
658.0,31.48109
659.0,29.57194
660.0,29.0474
661.0,28.23783
662.0,28.67938
663.0,28.93886
664.0,32.64816
665.0,42.66063
666.0,50.35561
667.0,53.90097
668.0,48.19496
669.0,43.26483
670.0,39.36642
671.0,34.10773
672.0,33.81953
673.0,29.70215
674.0,29.23075
675.0,28.61486
676.0,28.05275
677.0,29.07976
678.0,31.64485
679.0,40.43063
680.0,46.7763
681.0,37.5049
682.0,32.1577
683.0,29.05484
684.0,26.69393
685.0,24.59921
686.0,22.21498
687.0,23.06619
688.0,26.18454
689.0,33.93607
690.0,42.34094
691.0,44.81293
692.0,40.17726
693.0,38.18641
694.0,36.02598
695.0,32.79215
696.0,30.98547
697.0,31.15961
698.0,31.99504
699.0,31.03554
700.0,30.15344
701.0,30.84184
702.0,33.46832
703.0,38.07643
704.0,36.0552
705.0,27.59357
706.0,20.44689
707.0,16.09028
708.0,11.63304
709.0,7.64689
710.0,5.84209
711.0,9.81384
712.0,22.17869
713.0,33.95449
714.0,46.81295
715.0,47.87485
716.0,42.29747
717.0,39.07041
718.0,37.13758
719.0,33.20399
720.0,31.50057
721.0,31.84435
722.0,30.34146
723.0,32.00604
724.0,32.02539
725.0,32.03505
726.0,33.73028
727.0,38.46349
728.0,34.51879
729.0,24.30264
730.0,19.63921
731.0,17.80275
732.0,17.41098
733.0,16.61944
734.0,16.27127
735.0,22.45693
736.0,29.00741
737.0,38.02531
738.0,47.52283
739.0,50.99152
740.0,44.43093
741.0,39.25108
742.0,35.93541
743.0,32.42172
744.0,31.49661
745.0,31.09188
746.0,30.16196
747.0,29.91885
748.0,30.07552
749.0,30.83137
750.0,35.03551
751.0,43.70086
752.0,45.77963
753.0,37.82374
754.0,32.38722
755.0,29.87985
756.0,27.5499
757.0,25.94798
758.0,25.3056
759.0,25.6546
760.0,29.58628
761.0,39.31001
762.0,53.71202
763.0,55.67199
764.0,47.91367
765.0,44.04176
766.0,38.40926
767.0,33.63228
768.0,32.17308
769.0,30.43728
770.0,30.37215
771.0,29.6073
772.0,29.0147
773.0,30.24401
774.0,32.32708
775.0,43.51639
776.0,40.65057
777.0,31.4682
778.0,26.51074
779.0,24.05972
780.0,23.23316
781.0,21.44077
782.0,20.94569
783.0,21.09284
784.0,26.76637
785.0,36.92027
786.0,45.96925
787.0,49.06286
788.0,41.85561
789.0,38.8525
790.0,33.9932
791.0,32.78726
792.0,30.06878
793.0,28.7304
794.0,28.73809
795.0,26.97565
796.0,27.65336
797.0,28.80013
798.0,33.07366
799.0,50.1234
800.0,43.99379
801.0,34.58155
802.0,25.59113
803.0,20.03486
804.0,10.69927
805.0,7.80509
806.0,7.81261
807.0,13.11277
808.0,23.96391
809.0,35.65148
810.0,49.93391
811.0,54.74872
812.0,46.08035
813.0,44.68652
814.0,43.49845
815.0,36.98586
816.0,33.03583
817.0,28.23666
818.0,29.64106
819.0,29.56941
820.0,29.10617
821.0,30.74526
822.0,34.3594
823.0,46.45635
824.0,42.67007
825.0,29.43888
826.0,24.66797
827.0,18.7127
828.0,16.59556
829.0,15.09569
830.0,13.2264
831.0,14.89398
832.0,22.29072
833.0,33.8854
834.0,48.44622
835.0,54.27924
836.0,45.39125
