Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,96261,-,-,-,35.33,-118.74,-8,320,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2019,1,1,0,30,0,0,0,-10.3,0.2,978,94,1.6,0.18
2019,1,1,1,30,0,0,0,-10.4,-0.2,978,96,1.6,0.18
2019,1,1,2,30,0,0,0,-10.4,-0.4,978,95,1.6,0.18
2019,1,1,3,30,0,0,0,-10.4,-0.5,978,94,1.5,0.18
2019,1,1,4,30,0,0,0,-10.4,-0.4,979,93,1.5,0.18
2019,1,1,5,30,0,0,0,-10.4,-0.30000000000000004,980,90,1.4000000000000001,0.18
2019,1,1,6,30,0,0,0,-10.3,0.4,981,93,1.3,0.18
2019,1,1,7,30,460,23,55,-9.1,3.2,982,100,1.3,0.18
2019,1,1,8,30,786,44,230,-7.7,6.800000000000001,983,102,1.4000000000000001,0.18
2019,1,1,9,30,897,58,393,-11.200000000000001,9.600000000000001,983,166,1,0.18
2019,1,1,10,30,939,71,513,-13.200000000000001,11.3,982,244,1.1,0.18
2019,1,1,11,30,962,76,576,-13.9,12.100000000000001,982,254,1.6,0.18
2019,1,1,12,30,953,78,573,-14,12.5,981,250,1.7000000000000002,0.18
2019,1,1,13,30,902,79,500,-14,12.3,981,257,1.8,0.18
2019,1,1,14,30,830,70,376,-13.700000000000001,11.3,981,268,1.8,0.18
2019,1,1,15,30,680,56,212,-10,10.5,981,272,1.7000000000000002,0.18
2019,1,1,16,30,283,27,44,-6,5,982,290,1.1,0.18
2019,1,1,17,30,0,0,0,-7.5,4.2,983,308,1,0.18
2019,1,1,18,30,0,0,0,-7.300000000000001,4.7,983,335,0.6000000000000001,0.18
2019,1,1,19,30,0,0,0,-7.6000000000000005,5.300000000000001,983,257,0.4,0.18
2019,1,1,20,30,0,0,0,-7.4,5.2,983,169,0.6000000000000001,0.18
2019,1,1,21,30,0,0,0,-6.6000000000000005,5.300000000000001,983,174,0.7000000000000001,0.18
2019,1,1,22,30,0,0,0,-6.7,5.4,983,174,0.8,0.18
2019,1,1,23,30,0,0,0,-7,5.300000000000001,982,163,0.8,0.18
2019,1,2,0,30,0,0,0,-8,5.1000000000000005,982,149,0.9,0.18
2019,1,2,1,30,0,0,0,-8.5,4.9,982,141,1,0.18
2019,1,2,2,30,0,0,0,-9.200000000000001,4.5,982,136,1.2000000000000002,0.18
2019,1,2,3,30,0,0,0,-9.5,4.1000000000000005,982,131,1.2000000000000002,0.18
2019,1,2,4,30,0,0,0,-9.8,4,982,130,1.3,0.18
2019,1,2,5,30,0,0,0,-10.200000000000001,4.1000000000000005,982,133,1.3,0.18
2019,1,2,6,30,0,0,0,-10.5,4.2,983,134,1.2000000000000002,0.18
2019,1,2,7,30,400,23,51,-8.6,5.9,984,130,1.3,0.18
2019,1,2,8,30,738,44,219,-6.300000000000001,9.1,984,127,1.9000000000000001,0.18
2019,1,2,9,30,857,57,378,-10.5,11.9,984,128,2.6,0.18
2019,1,2,10,30,906,69,496,-9.1,13.9,984,133,2.5,0.18
2019,1,2,11,30,933,72,558,-7.7,15.4,983,145,2.2,0.18
2019,1,2,12,30,917,78,555,-6.7,16.3,982,160,2.1,0.18
2019,1,2,13,30,866,81,487,-5.800000000000001,16.5,982,176,2,0.18
2019,1,2,14,30,797,73,368,-5.1000000000000005,15.600000000000001,982,189,1.5,0.18
2019,1,2,15,30,647,57,207,-0.1,14.8,982,195,1.1,0.18
2019,1,2,16,30,269,27,44,-0.6000000000000001,10.200000000000001,983,196,1,0.18
2019,1,2,17,30,0,0,0,-2.5,8.9,983,169,1.1,0.18
2019,1,2,18,30,0,0,0,-2.5,7.6000000000000005,984,144,1.2000000000000002,0.18
2019,1,2,19,30,0,0,0,-2.6,6.5,984,133,1.3,0.18
2019,1,2,20,30,0,0,0,-2.9000000000000004,5.7,984,125,1.3,0.18
2019,1,2,21,30,0,0,0,-3.1,4.9,984,118,1.3,0.18
2019,1,2,22,30,0,0,0,-3.3000000000000003,4.3,984,112,1.3,0.18
2019,1,2,23,30,0,0,0,-3.4000000000000004,3.9000000000000004,984,108,1.3,0.18
2019,1,3,0,30,0,0,0,-3.5,3.6,983,104,1.4000000000000001,0.18
2019,1,3,1,30,0,0,0,-3.5,3.5,983,101,1.4000000000000001,0.18
2019,1,3,2,30,0,0,0,-3.6,3.6,983,102,1.4000000000000001,0.18
2019,1,3,3,30,0,0,0,-3.5,3.6,983,106,1.4000000000000001,0.18
2019,1,3,4,30,0,0,0,-3.5,3.4000000000000004,983,108,1.4000000000000001,0.18
2019,1,3,5,30,0,0,0,-3.6,3.1,983,109,1.5,0.18
2019,1,3,6,30,0,0,0,-3.7,3.5,983,109,1.5,0.18
2019,1,3,7,30,362,25,50,-3.1,6.5,984,109,2,0.18
2019,1,3,8,30,712,50,218,-2.4000000000000004,10.5,984,110,2.8000000000000003,0.18
2019,1,3,9,30,846,61,378,-3.3000000000000003,13.4,983,117,2.7,0.18
2019,1,3,10,30,907,69,497,-3.4000000000000004,15.8,982,138,1.9000000000000001,0.18
2019,1,3,11,30,935,71,560,-3.8000000000000003,17.3,981,169,1.3,0.18
2019,1,3,12,30,933,72,559,-3.8000000000000003,18,980,192,1.2000000000000002,0.18
2019,1,3,13,30,902,70,495,-3.7,18.1,980,200,1.1,0.18
2019,1,3,14,30,840,63,376,-3.5,17.2,979,200,0.9,0.18
2019,1,3,15,30,703,50,214,0.7000000000000001,16.400000000000002,979,198,0.7000000000000001,0.18
2019,1,3,16,30,351,25,48,-0.30000000000000004,11.8,980,156,0.9,0.19
2019,1,3,17,30,0,0,0,-1.4000000000000001,9.4,980,129,1.2000000000000002,0.19
2019,1,3,18,30,0,0,0,-1.5,7.5,980,120,1.4000000000000001,0.19
2019,1,3,19,30,0,0,0,-1.9000000000000001,6.4,981,115,1.4000000000000001,0.19
2019,1,3,20,30,0,0,0,-2.5,5.800000000000001,980,110,1.5,0.19
2019,1,3,21,30,0,0,0,-2.9000000000000004,5.4,980,106,1.6,0.19
2019,1,3,22,30,0,0,0,-3.1,5.2,979,104,1.7000000000000002,0.19
2019,1,3,23,30,0,0,0,-3.2,5.2,979,102,1.7000000000000002,0.19
2019,1,4,0,30,0,0,0,-3.2,5.2,979,100,1.6,0.19
2019,1,4,1,30,0,0,0,-3.4000000000000004,4.9,978,98,1.6,0.19
2019,1,4,2,30,0,0,0,-3.8000000000000003,4.6000000000000005,978,98,1.6,0.19
2019,1,4,3,30,0,0,0,-4,4.3,978,102,1.7000000000000002,0.19
2019,1,4,4,30,0,0,0,-4.2,4.3,978,103,1.9000000000000001,0.19
2019,1,4,5,30,0,0,0,-4.3,4.5,978,102,2.3000000000000003,0.19
2019,1,4,6,30,0,0,0,-4.5,5.4,978,101,2.8000000000000003,0.19
2019,1,4,7,30,381,25,51,-4.3,8.3,978,101,3.8000000000000003,0.19
2019,1,4,8,30,728,49,221,-3.8000000000000003,12.100000000000001,978,102,4.7,0.19
2019,1,4,9,30,859,62,384,-4,15.200000000000001,978,106,5.1000000000000005,0.19
2019,1,4,10,30,914,70,502,-5.1000000000000005,17.400000000000002,977,113,5,0.19
2019,1,4,11,30,940,73,565,-5.5,18.8,976,118,4.5,0.19
2019,1,4,12,30,924,76,560,-5.6000000000000005,19.400000000000002,975,122,4,0.19
2019,1,4,13,30,886,76,495,-5.800000000000001,19.3,975,124,3.7,0.19
2019,1,4,14,30,823,67,376,-5.7,18,975,121,2.8000000000000003,0.19
2019,1,4,15,30,683,53,215,-2,17,975,119,2.2,0.19
2019,1,4,16,30,332,26,49,-0.4,10.600000000000001,975,107,1.5,0.2
2019,1,4,17,30,0,0,0,-1.9000000000000001,8.9,975,104,1.7000000000000002,0.2
2019,1,4,18,30,0,0,0,-2.4000000000000004,8,975,101,1.7000000000000002,0.2
2019,1,4,19,30,0,0,0,-2.7,7.800000000000001,975,97,1.8,0.2
2019,1,4,20,30,0,0,0,-2.8000000000000003,8.4,975,96,2,0.2
2019,1,4,21,30,0,0,0,-3.1,8.8,974,99,2.1,0.2
2019,1,4,22,30,0,0,0,-3.3000000000000003,8.6,974,101,2.1,0.2
2019,1,4,23,30,0,0,0,-3.8000000000000003,8.200000000000001,973,101,2.2,0.2
2019,1,5,0,30,0,0,0,-4.3,7.9,973,102,2.2,0.2
2019,1,5,1,30,0,0,0,-4.6000000000000005,7.4,973,103,2.3000000000000003,0.2
2019,1,5,2,30,0,0,0,-5,7,972,103,2.3000000000000003,0.2
2019,1,5,3,30,0,0,0,-5.1000000000000005,7,972,102,2.4000000000000004,0.2
2019,1,5,4,30,0,0,0,-5.2,7.300000000000001,972,102,2.4000000000000004,0.2
2019,1,5,5,30,0,0,0,-5,7.7,972,103,2.4000000000000004,0.2
2019,1,5,6,30,0,0,0,-4.7,8.1,972,102,2.5,0.2
2019,1,5,7,30,95,25,32,-4.6000000000000005,9.3,973,101,3,0.2
2019,1,5,8,30,204,88,136,-4.5,10.9,973,102,3.6,0.2
2019,1,5,9,30,42,143,159,-3.6,12.200000000000001,973,108,4,0.2
2019,1,5,10,30,5,152,154,-1.7000000000000002,13,972,121,4.6000000000000005,0.2
2019,1,5,11,30,0,116,116,2.1,13.3,972,132,4.9,0.2
2019,1,5,12,30,0,96,96,4.4,13.200000000000001,972,134,4.7,0.2
2019,1,5,13,30,0,100,100,5.6000000000000005,12.9,972,130,4.4,0.2
2019,1,5,14,30,0,91,91,6.4,12.3,972,126,4.2,0.2
2019,1,5,15,30,0,12,12,6.9,12,972,124,4,0.2
2019,1,5,16,30,0,5,5,6.9,10.4,972,124,2.7,0.2
2019,1,5,17,30,0,0,0,6.800000000000001,9.8,972,123,2.1,0.2
2019,1,5,18,30,0,0,0,6.7,9.4,972,121,1.6,0.2
2019,1,5,19,30,0,0,0,6.6000000000000005,9,973,123,1.3,0.2
2019,1,5,20,30,0,0,0,6.4,8.8,973,126,1,0.2
2019,1,5,21,30,0,0,0,6.300000000000001,8.700000000000001,973,133,0.8,0.2
2019,1,5,22,30,0,0,0,6.2,8.6,973,164,0.6000000000000001,0.2
2019,1,5,23,30,0,0,0,5.9,8.200000000000001,974,212,0.7000000000000001,0.2
2019,1,6,0,30,0,0,0,5.6000000000000005,7.6000000000000005,974,247,0.8,0.2
2019,1,6,1,30,0,0,0,5.4,7.300000000000001,975,262,0.9,0.2
2019,1,6,2,30,0,0,0,5.4,7.4,975,266,0.9,0.2
2019,1,6,3,30,0,0,0,5.4,7.2,975,264,0.8,0.2
2019,1,6,4,30,0,0,0,5.1000000000000005,6.800000000000001,976,256,0.8,0.2
2019,1,6,5,30,0,0,0,4.800000000000001,6.5,976,243,0.7000000000000001,0.2
2019,1,6,6,30,0,0,0,4.4,6.4,977,225,0.7000000000000001,0.2
2019,1,6,7,30,261,29,47,4.5,7.300000000000001,978,217,1.1,0.2
2019,1,6,8,30,631,58,208,5,8.9,978,232,1.4000000000000001,0.2
2019,1,6,9,30,280,129,234,4.800000000000001,10.700000000000001,979,255,1.4000000000000001,0.2
2019,1,6,10,30,681,104,428,3.3000000000000003,12.4,978,265,1.6,0.2
2019,1,6,11,30,907,74,552,1.6,13.8,978,265,2,0.2
2019,1,6,12,30,897,77,550,0.6000000000000001,14.4,977,260,2.3000000000000003,0.2
2019,1,6,13,30,773,97,466,0.4,14.5,977,251,2.2,0.2
2019,1,6,14,30,265,139,240,0.6000000000000001,13.8,977,251,2.1,0.2
2019,1,6,15,30,209,90,141,1.9000000000000001,13.100000000000001,978,254,1.8,0.2
2019,1,6,16,30,46,26,29,4.6000000000000005,10,978,183,0.8,0.19
2019,1,6,17,30,0,0,0,4.4,8.5,979,148,1,0.19
2019,1,6,18,30,0,0,0,4.1000000000000005,7.9,979,152,1.2000000000000002,0.19
2019,1,6,19,30,0,0,0,4.4,7.7,980,157,1.4000000000000001,0.19
2019,1,6,20,30,0,0,0,5,7.9,980,160,1.5,0.19
2019,1,6,21,30,0,0,0,5.6000000000000005,8.200000000000001,980,168,1.7000000000000002,0.19
2019,1,6,22,30,0,0,0,6.1000000000000005,8.5,980,179,1.9000000000000001,0.19
2019,1,6,23,30,0,0,0,6.7,8.9,979,191,1.9000000000000001,0.19
2019,1,7,0,30,0,0,0,7.1000000000000005,9.5,979,204,2,0.19
2019,1,7,1,30,0,0,0,7.7,10,980,212,2,0.19
2019,1,7,2,30,0,0,0,8,10.200000000000001,979,219,1.8,0.19
2019,1,7,3,30,0,0,0,8.200000000000001,10.200000000000001,979,219,1.5,0.19
2019,1,7,4,30,0,0,0,8.3,10.200000000000001,980,218,1.2000000000000002,0.19
2019,1,7,5,30,0,0,0,8.4,10.100000000000001,981,218,1,0.19
2019,1,7,6,30,0,0,0,8.4,10.3,982,214,0.9,0.19
2019,1,7,7,30,233,28,44,8.6,10.9,983,200,1,0.19
2019,1,7,8,30,595,60,201,9,11.700000000000001,983,178,1.3,0.19
2019,1,7,9,30,733,79,355,9.4,12.600000000000001,984,160,1.6,0.19
2019,1,7,10,30,791,91,468,9.600000000000001,13.9,983,159,1.9000000000000001,0.19
2019,1,7,11,30,842,89,534,9.3,15.3,982,165,2,0.19
2019,1,7,12,30,859,84,539,8.5,16.5,982,179,1.9000000000000001,0.19
2019,1,7,13,30,844,77,482,7.800000000000001,17.1,981,202,1.9000000000000001,0.19
2019,1,7,14,30,784,68,368,7.5,16.8,981,220,1.6,0.19
2019,1,7,15,30,648,55,213,7.7,16.400000000000002,981,226,1.4000000000000001,0.19
2019,1,7,16,30,305,28,51,8.200000000000001,13.4,982,197,0.6000000000000001,0.19
2019,1,7,17,30,0,0,0,7.6000000000000005,12.200000000000001,982,145,0.8,0.19
2019,1,7,18,30,0,0,0,7.6000000000000005,10.9,982,117,1,0.19
2019,1,7,19,30,0,0,0,7.4,10,982,111,1.2000000000000002,0.19
2019,1,7,20,30,0,0,0,7.1000000000000005,9.4,982,109,1.3,0.19
2019,1,7,21,30,0,0,0,6.800000000000001,9.1,982,110,1.6,0.19
2019,1,7,22,30,0,0,0,6.6000000000000005,9.1,981,109,2,0.19
2019,1,7,23,30,0,0,0,6.6000000000000005,9.600000000000001,981,107,2.6,0.19
2019,1,8,0,30,0,0,0,6.7,10.200000000000001,981,107,3.1,0.19
2019,1,8,1,30,0,0,0,6.7,10.600000000000001,981,108,3.5,0.19
2019,1,8,2,30,0,0,0,6.6000000000000005,10.9,980,109,3.9000000000000004,0.19
2019,1,8,3,30,0,0,0,6.5,11.100000000000001,980,111,4.1000000000000005,0.19
2019,1,8,4,30,0,0,0,6.300000000000001,11.200000000000001,979,111,4.4,0.19
2019,1,8,5,30,0,0,0,6.1000000000000005,11.200000000000001,979,111,4.5,0.19
2019,1,8,6,30,0,0,0,5.9,11.200000000000001,979,111,4.5,0.19
2019,1,8,7,30,130,26,35,5.800000000000001,11.9,980,109,4.4,0.19
2019,1,8,8,30,311,82,156,6,13.4,981,106,4.6000000000000005,0.19
2019,1,8,9,30,470,120,298,5.9,15,981,105,5.2,0.19
2019,1,8,10,30,480,164,393,5.1000000000000005,16.3,981,107,5.7,0.19
2019,1,8,11,30,472,191,441,4.9,17.400000000000002,980,110,5.7,0.19
2019,1,8,12,30,478,189,443,4.7,18,979,113,5.7,0.19
2019,1,8,13,30,498,162,402,4.6000000000000005,18,978,115,5.6000000000000005,0.19
2019,1,8,14,30,414,134,293,4.5,17.400000000000002,978,115,5.300000000000001,0.19
2019,1,8,15,30,155,97,135,4.6000000000000005,16.900000000000002,978,114,5,0.19
2019,1,8,16,30,42,29,32,4.7,13.8,978,107,4.3,0.19
2019,1,8,17,30,0,0,0,4.4,12.700000000000001,978,104,4.5,0.19
2019,1,8,18,30,0,0,0,4.1000000000000005,12.200000000000001,978,102,4.7,0.19
2019,1,8,19,30,0,0,0,3.9000000000000004,11.9,978,102,4.5,0.19
2019,1,8,20,30,0,0,0,3.8000000000000003,11.600000000000001,979,103,4.2,0.19
2019,1,8,21,30,0,0,0,3.8000000000000003,11,979,103,3.8000000000000003,0.19
2019,1,8,22,30,0,0,0,3.7,10.5,979,102,3.4000000000000004,0.19
2019,1,8,23,30,0,0,0,3.6,10.3,979,101,3.3000000000000003,0.19
2019,1,9,0,30,0,0,0,3.5,10.200000000000001,979,101,3,0.19
2019,1,9,1,30,0,0,0,3.6,10.100000000000001,979,101,2.6,0.19
2019,1,9,2,30,0,0,0,3.5,9.700000000000001,979,102,2.3000000000000003,0.19
2019,1,9,3,30,0,0,0,3.3000000000000003,9.1,979,103,2.1,0.19
2019,1,9,4,30,0,0,0,3.1,9.200000000000001,980,104,1.9000000000000001,0.19
2019,1,9,5,30,0,0,0,3.2,9.3,980,105,1.8,0.19
2019,1,9,6,30,0,0,0,3.1,9.4,981,107,1.7000000000000002,0.19
2019,1,9,7,30,238,26,42,3.4000000000000004,11.5,981,110,2.1,0.19
2019,1,9,8,30,236,88,144,4.2,14.9,981,118,2.7,0.19
2019,1,9,9,30,381,134,278,5.5,17.8,981,138,2.6,0.19
2019,1,9,10,30,463,166,388,5.7,19.6,981,168,2.1,0.19
2019,1,9,11,30,517,174,449,4.6000000000000005,20.3,980,210,1.8,0.19
2019,1,9,12,30,402,191,406,4.3,20.3,979,255,2,0.19
2019,1,9,13,30,216,204,309,4.7,19.700000000000003,979,287,2.4000000000000004,0.19
2019,1,9,14,30,47,76,94,5.6000000000000005,18.2,979,309,2.5,0.19
2019,1,9,15,30,0,17,17,7.300000000000001,17.3,979,317,2.5,0.19
2019,1,9,16,30,0,6,6,8.8,13.4,980,324,1.8,0.17
2019,1,9,17,30,0,0,0,9.3,12.4,981,331,2,0.17
2019,1,9,18,30,0,0,0,9.600000000000001,12.100000000000001,981,334,1.7000000000000002,0.17
2019,1,9,19,30,0,0,0,9.600000000000001,11.8,982,343,1,0.17
2019,1,9,20,30,0,0,0,9.4,11.4,982,198,0.7000000000000001,0.17
2019,1,9,21,30,0,0,0,8.9,11.200000000000001,981,55,0.5,0.17
2019,1,9,22,30,0,0,0,8.4,11.100000000000001,981,39,0.4,0.17
2019,1,9,23,30,0,0,0,8.200000000000001,10.8,981,173,0.5,0.17
2019,1,10,0,30,0,0,0,8,10.200000000000001,981,330,0.6000000000000001,0.17
2019,1,10,1,30,0,0,0,7.9,9.5,981,330,0.7000000000000001,0.17
2019,1,10,2,30,0,0,0,7.7,9.200000000000001,981,174,0.6000000000000001,0.17
2019,1,10,3,30,0,0,0,7.300000000000001,9,980,35,0.7000000000000001,0.17
2019,1,10,4,30,0,0,0,6.9,8.6,981,61,1.1,0.17
2019,1,10,5,30,0,0,0,6.2,8.3,981,69,1.5,0.17
2019,1,10,6,30,0,0,0,5.7,8.200000000000001,981,75,1.6,0.17
2019,1,10,7,30,269,29,48,5.5,9,982,76,1.6,0.17
2019,1,10,8,30,349,57,141,6.2,10.600000000000001,982,69,1.6,0.17
2019,1,10,9,30,815,72,382,6.1000000000000005,12.9,982,69,1.6,0.17
2019,1,10,10,30,868,84,501,5.1000000000000005,15.9,981,94,1.3,0.17
2019,1,10,11,30,725,119,506,2.2,18.8,979,152,1,0.17
2019,1,10,12,30,46,210,235,-0.1,20.1,979,216,1.1,0.17
2019,1,10,13,30,18,170,179,-0.30000000000000004,20.200000000000003,979,257,1.2000000000000002,0.17
2019,1,10,14,30,0,42,42,-0.1,19.200000000000003,979,275,1,0.17
2019,1,10,15,30,384,35,132,3.7,18.3,979,279,0.8,0.17
2019,1,10,16,30,331,28,56,4.6000000000000005,13.9,979,184,0.8,0.17
2019,1,10,17,30,0,0,0,2.9000000000000004,12.100000000000001,979,61,1.1,0.17
2019,1,10,18,30,0,0,0,2.5,11,980,86,1.3,0.17
2019,1,10,19,30,0,0,0,1.9000000000000001,10.5,980,98,1.3,0.17
2019,1,10,20,30,0,0,0,1.5,9.700000000000001,980,103,1.4000000000000001,0.17
2019,1,10,21,30,0,0,0,1.4000000000000001,8.8,979,104,1.4000000000000001,0.17
2019,1,10,22,30,0,0,0,1.3,8.200000000000001,979,104,1.5,0.17
2019,1,10,23,30,0,0,0,1.3,7.9,978,106,1.5,0.17
2019,1,11,0,30,0,0,0,1.2000000000000002,7.800000000000001,978,108,1.6,0.17
2019,1,11,1,30,0,0,0,1.2000000000000002,7.7,978,108,1.7000000000000002,0.17
2019,1,11,2,30,0,0,0,1.1,7.6000000000000005,978,108,1.7000000000000002,0.17
2019,1,11,3,30,0,0,0,0.8,7.6000000000000005,978,108,1.7000000000000002,0.17
2019,1,11,4,30,0,0,0,0.7000000000000001,7.7,978,107,1.7000000000000002,0.17
2019,1,11,5,30,0,0,0,0.7000000000000001,7.9,978,106,1.8,0.17
2019,1,11,6,30,0,0,0,0.6000000000000001,8.5,978,105,1.9000000000000001,0.17
2019,1,11,7,30,201,26,40,0.8,10.5,978,104,2.4000000000000004,0.17
2019,1,11,8,30,457,69,179,1,13,978,104,3.1,0.17
2019,1,11,9,30,175,133,200,1.1,14.9,978,105,3.7,0.17
2019,1,11,10,30,449,168,385,1.7000000000000002,17,977,108,4.6000000000000005,0.17
2019,1,11,11,30,90,229,277,2.2,18.8,976,111,5.9,0.17
2019,1,11,12,30,0,95,95,2.4000000000000004,19.5,975,114,6.6000000000000005,0.17
2019,1,11,13,30,2,130,131,2.2,18.900000000000002,975,114,6.4,0.17
2019,1,11,14,30,16,124,130,2.1,17.8,975,111,5.800000000000001,0.17
2019,1,11,15,30,0,29,29,2.3000000000000003,17.1,974,110,5.4,0.17
2019,1,11,16,30,0,10,10,2.5,14.600000000000001,974,106,4.4,0.17
2019,1,11,17,30,0,0,0,2.5,13.4,974,103,4,0.17
2019,1,11,18,30,0,0,0,2.5,12.600000000000001,974,101,3.9000000000000004,0.17
2019,1,11,19,30,0,0,0,2.3000000000000003,12,974,100,3.8000000000000003,0.17
2019,1,11,20,30,0,0,0,2.2,11.600000000000001,974,101,3.7,0.17
2019,1,11,21,30,0,0,0,2.1,11.600000000000001,974,102,4,0.17
2019,1,11,22,30,0,0,0,1.9000000000000001,12.100000000000001,974,103,4.5,0.17
2019,1,11,23,30,0,0,0,1.4000000000000001,12.4,973,103,4.9,0.17
2019,1,12,0,30,0,0,0,1.1,12.100000000000001,973,102,5.1000000000000005,0.17
2019,1,12,1,30,0,0,0,0.8,11.5,973,103,4.9,0.17
2019,1,12,2,30,0,0,0,0.7000000000000001,10.600000000000001,973,106,4.1000000000000005,0.17
2019,1,12,3,30,0,0,0,1,9.700000000000001,973,109,3.2,0.17
2019,1,12,4,30,0,0,0,1.6,9.1,974,107,2.9000000000000004,0.17
2019,1,12,5,30,0,0,0,1.7000000000000002,8.9,974,105,3.1,0.17
2019,1,12,6,30,0,0,0,1.8,8.700000000000001,975,107,3.4000000000000004,0.17
2019,1,12,7,30,0,7,7,2,8.9,975,109,3.7,0.17
2019,1,12,8,30,10,51,53,2.4000000000000004,9.600000000000001,976,109,4.3,0.17
2019,1,12,9,30,66,124,149,2.4000000000000004,10.5,977,108,4.9,0.17
2019,1,12,10,30,229,188,299,2.4000000000000004,11.200000000000001,977,108,5.4,0.17
2019,1,12,11,30,46,183,208,2.6,11.9,977,108,5.6000000000000005,0.17
2019,1,12,12,30,0,82,82,2.9000000000000004,12.5,976,108,5.6000000000000005,0.17
2019,1,12,13,30,2,141,142,3,12.9,976,108,5.5,0.17
2019,1,12,14,30,259,157,260,3.1,12.8,976,108,5.1000000000000005,0.17
2019,1,12,15,30,522,76,211,3.1,12.600000000000001,976,108,4.9,0.17
2019,1,12,16,30,264,36,60,3.4000000000000004,9.4,977,114,2.7,0.17
2019,1,12,17,30,0,0,0,3.3000000000000003,7.7,977,117,2.1,0.17
2019,1,12,18,30,0,0,0,3.2,6.9,978,118,1.9000000000000001,0.17
2019,1,12,19,30,0,0,0,2.8000000000000003,6.2,978,118,1.7000000000000002,0.17
2019,1,12,20,30,0,0,0,2.3000000000000003,5.7,978,118,1.5,0.17
2019,1,12,21,30,0,0,0,1.8,5.4,978,119,1.4000000000000001,0.17
2019,1,12,22,30,0,0,0,1.4000000000000001,5,978,120,1.2000000000000002,0.17
2019,1,12,23,30,0,0,0,1.1,4.800000000000001,978,117,1.2000000000000002,0.17
2019,1,13,0,30,0,0,0,0.7000000000000001,4.6000000000000005,978,113,1.2000000000000002,0.17
2019,1,13,1,30,0,0,0,0.4,4.5,978,110,1.2000000000000002,0.17
2019,1,13,2,30,0,0,0,0,4.3,977,110,1.3,0.17
2019,1,13,3,30,0,0,0,-0.30000000000000004,4.2,977,111,1.3,0.17
2019,1,13,4,30,0,0,0,-0.5,4.1000000000000005,978,115,1.3,0.17
2019,1,13,5,30,0,0,0,-0.6000000000000001,4.2,978,114,1.4000000000000001,0.17
2019,1,13,6,30,0,0,0,-0.7000000000000001,4.9,978,108,1.4000000000000001,0.17
2019,1,13,7,30,145,27,37,-0.1,8.200000000000001,978,101,2.1,0.17
2019,1,13,8,30,668,57,219,0.6000000000000001,12.3,978,100,3.4000000000000004,0.17
2019,1,13,9,30,807,74,384,0.4,14.8,978,103,4.5,0.17
2019,1,13,10,30,675,121,449,-0.5,16.2,978,108,4.9,0.17
2019,1,13,11,30,469,195,449,-1.1,17.2,977,113,5.1000000000000005,0.17
2019,1,13,12,30,455,203,450,-1.4000000000000001,17.6,977,114,5.300000000000001,0.17
2019,1,13,13,30,410,188,391,-1.6,17.3,977,113,5.2,0.17
2019,1,13,14,30,732,88,381,-1.7000000000000002,16.2,977,110,4.7,0.17
2019,1,13,15,30,436,84,198,-1.3,15.5,977,109,4.3,0.17
2019,1,13,16,30,144,34,48,-0.30000000000000004,12,977,105,2.8000000000000003,0.17
2019,1,13,17,30,0,0,0,-0.2,11.100000000000001,977,101,3.1,0.17
2019,1,13,18,30,0,0,0,-0.7000000000000001,10.8,977,101,3.5,0.17
2019,1,13,19,30,0,0,0,-1,10.100000000000001,977,102,3.7,0.17
2019,1,13,20,30,0,0,0,-1.2000000000000002,9.700000000000001,977,103,4.1000000000000005,0.17
2019,1,13,21,30,0,0,0,-1.3,9.600000000000001,977,103,4.6000000000000005,0.17
2019,1,13,22,30,0,0,0,-1.3,9.4,976,102,4.7,0.17
2019,1,13,23,30,0,0,0,-1.1,9,976,102,4.7,0.17
2019,1,14,0,30,0,0,0,-1,8.9,976,101,5,0.17
2019,1,14,1,30,0,0,0,-1.1,8.8,976,100,5.2,0.17
2019,1,14,2,30,0,0,0,-1.4000000000000001,8.9,975,99,5.5,0.17
2019,1,14,3,30,0,0,0,-1.6,8.9,975,97,5.7,0.17
2019,1,14,4,30,0,0,0,-1.6,8.9,975,96,5.9,0.17
2019,1,14,5,30,0,0,0,-1.2000000000000002,8.8,975,97,6.300000000000001,0.17
2019,1,14,6,30,0,0,0,-0.7000000000000001,8.700000000000001,975,96,6.7,0.17
2019,1,14,7,30,2,19,19,-0.2,9.1,975,96,7.1000000000000005,0.17
2019,1,14,8,30,0,72,72,0.5,10.3,975,95,8,0.17
2019,1,14,9,30,0,58,58,1,11.600000000000001,974,96,9,0.17
2019,1,14,10,30,0,73,73,1.5,11.9,974,102,8.9,0.17
2019,1,14,11,30,18,144,154,2.4000000000000004,11,974,105,8.1,0.17
2019,1,14,12,30,0,74,74,2.9000000000000004,10.600000000000001,973,104,7.7,0.17
2019,1,14,13,30,0,62,62,3.1,10.3,973,105,7.2,0.17
2019,1,14,14,30,0,23,23,3.4000000000000004,9.600000000000001,973,106,6.300000000000001,0.17
